"_time",host,totalCPUTime,"num_user",count
"2019-05-08T00:40:00.000+0000","na40-app2-14-dfw.ops.sfdc.net",440305,245,4369
"2019-05-08T00:40:00.000+0000","na40-app2-15-dfw.ops.sfdc.net",277352,235,2078
"2019-05-08T00:40:00.000+0000","na40-app2-16-dfw.ops.sfdc.net",316184,249,3050
"2019-05-08T00:40:00.000+0000","na40-app2-18-dfw.ops.sfdc.net",219028,216,2144
"2019-05-08T00:40:00.000+0000","na40-app2-19-dfw.ops.sfdc.net",356767,261,3619
"2019-05-08T00:40:00.000+0000","na40-app2-2-dfw.ops.sfdc.net",299586,225,2372
"2019-05-08T00:40:00.000+0000","na40-app2-20-dfw.ops.sfdc.net",299197,236,2672
"2019-05-08T00:40:00.000+0000","na40-app2-21-dfw.ops.sfdc.net",273969,274,2667
"2019-05-08T00:40:00.000+0000","na40-app2-22-dfw.ops.sfdc.net",190092,252,1906
"2019-05-08T00:40:00.000+0000","na40-app2-23-dfw.ops.sfdc.net",378450,255,3554
"2019-05-08T00:40:00.000+0000","na40-app2-24-dfw.ops.sfdc.net",322137,248,3050
"2019-05-08T00:40:00.000+0000","na40-app2-25-dfw.ops.sfdc.net",306136,233,2845
"2019-05-08T00:40:00.000+0000","na40-app2-26-dfw.ops.sfdc.net",381410,247,3537
"2019-05-08T00:40:00.000+0000","na40-app2-27-dfw.ops.sfdc.net",315811,251,3035
"2019-05-08T00:40:00.000+0000","na40-app2-30-dfw.ops.sfdc.net",330663,235,3454
"2019-05-08T00:40:00.000+0000","na40-app2-5-dfw.ops.sfdc.net",298470,252,2610
"2019-05-08T00:40:00.000+0000","na40-app2-6-dfw.ops.sfdc.net",373738,228,3009
"2019-05-08T00:40:00.000+0000","na40-app2-7-dfw.ops.sfdc.net",339365,236,3112
"2019-05-08T00:40:00.000+0000","na40-app2-8-dfw.ops.sfdc.net",409958,239,3286
"2019-05-08T00:40:00.000+0000","na40-app2-9-dfw.ops.sfdc.net",169686,213,1449
"2019-05-08T00:50:00.000+0000","na40-app1-1-dfw.ops.sfdc.net",339220,223,3130
"2019-05-08T00:50:00.000+0000","na40-app1-10-dfw.ops.sfdc.net",311087,234,3463
"2019-05-08T00:50:00.000+0000","na40-app1-11-dfw.ops.sfdc.net",239390,198,2205
"2019-05-08T00:50:00.000+0000","na40-app1-12-dfw.ops.sfdc.net",215031,226,2187
"2019-05-08T00:50:00.000+0000","na40-app1-13-dfw.ops.sfdc.net",492264,221,4549
"2019-05-08T00:50:00.000+0000","na40-app1-14-dfw.ops.sfdc.net",170307,217,1623
"2019-05-08T00:50:00.000+0000","na40-app1-15-dfw.ops.sfdc.net",250510,250,2305
"2019-05-08T00:50:00.000+0000","na40-app1-16-dfw.ops.sfdc.net",264554,237,2672
"2019-05-08T00:50:00.000+0000","na40-app1-17-dfw.ops.sfdc.net",279773,230,2863
"2019-05-08T00:50:00.000+0000","na40-app1-18-dfw.ops.sfdc.net",262504,237,2430
"2019-05-08T00:50:00.000+0000","na40-app1-19-dfw.ops.sfdc.net",316133,235,3331
"2019-05-08T00:50:00.000+0000","na40-app1-2-dfw.ops.sfdc.net",168332,232,1591
"2019-05-08T00:50:00.000+0000","na40-app1-20-dfw.ops.sfdc.net",171002,213,1631
